id,price,size,housing_type,address,housing_type_1,provider_type,rent_price_info,listing_day,listing_month,listing_year,listing_date
1286793,1390,35,Studio,Bossestrasse,Studio,Privater Vermieter,(Nebenkosten inklusive),27,10,2024,2024-10-27
1385068,950,16,WG-Zimmer,Bredowstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten exklusive),2,11,2024,2024-11-02
1270325,2200,82,Wohnung,Glockenturmstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,7,2024,2024-07-01
1385366,1500,80,Wohnung,Mariendorfer Damm,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1039789,1440,36,Studio,Jagowstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),7,11,2024,2024-11-07
1468815,1540,49,Wohnung,Mittenwalder Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),3,10,2024,2024-10-03
1424710,650,14,WG-Zimmer,Kaiser-Friedrich-Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten exklusive),31,5,2024,2024-05-31
1160210,3600,30,Studio,Muehlenstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
901320,1950,40,Wohnung,Gaudystrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1226054,1790,45,Studio,Am Flughafen,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),17,6,2024,2024-06-17
1087018,1100,40,Wohnung,Am Friedrichshain,Wohnung,Privater Vermieter,(einige Nebenkosten inklusive),1,7,2024,2024-07-01
1043048,1089,39,Studio,Seddinpromenade,Studio,Privater Vermieter,(einige Nebenkosten inklusive),3,6,2024,2024-06-03
1339516,1600,73,Wohnung,Karlsruher Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),7,6,2024,2024-06-07
901305,2800,70,Wohnung,Gartenstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,8,2024,2024-08-31
1425043,1590,40,Studio,Muellenhoffstrasse,Studio,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1125590,1599,43,Wohnung,Urbanstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,10,2024,2024-10-31
1342557,2250,86,Wohnung,Strelitzer Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,11,2024,2024-11-01
1135191,4200,125,Wohnung,Gormannstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1110548,1210,19,Studio,Rognitzstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1130730,1210,28,Studio,Beusselstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),15,6,2024,2024-06-15
1128180,1550,50,Wohnung,Wehneltsteig,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1112081,720,15,WG-Zimmer,Grunewaldstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
1241397,1550,37,Wohnung,Kiefholzstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),5,9,2024,2024-09-05
1306134,2352,66,Wohnung,Goebenstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten exklusive),29,6,2024,2024-06-29
1462957,999,20,WG-Zimmer,Revaler Strasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,8,2024,2024-08-01
1472135,999,15,WG-Zimmer,Revaler Strasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1473743,999,15,WG-Zimmer,Sonntagstrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),14,9,2024,2024-09-14
1471043,1590,26,Studio,Reinickendorfer Strasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1259907,3018,85,Wohnung,Stralauer Allee,Wohnung,Vermietungsunternehmen,(Nebenkosten exklusive),15,6,2024,2024-06-15
1034168,2900,70,Wohnung,Almstadtstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,7,2024,2024-07-31
1460998,999,15,WG-Zimmer,Sonntagstrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1460997,999,15,WG-Zimmer,Sonntagstrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1460992,999,20,WG-Zimmer,Sonntagstrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1460988,999,15,WG-Zimmer,Sonntagstrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1182420,1150,16,WG-Zimmer,Uferstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten exklusive),31,5,2024,2024-05-31
1462957,999,20,WG-Zimmer,Revaler Strasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,8,2024,2024-08-01
1472135,999,15,WG-Zimmer,Revaler Strasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1477057,690,22,WG-Zimmer,Konstanzer Strasse,WG-Zimmer,Studentenwohnungen,(Nebenkosten exklusive),31,5,2024,2024-05-31
1342646,2350,65,Wohnung,Gabriele-Tergit-Promenade,Wohnung,Privater Vermieter,(einige Nebenkosten inklusive),31,5,2024,2024-05-31
1516941,1500,20,WG-Zimmer,Torstrasse,WG-Zimmer,Privater Vermieter,(einige Nebenkosten inklusive),1,6,2024,2024-06-01
1485113,1790,52,Wohnung,Buchholzer Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),17,6,2024,2024-06-17
1103073,1500,42,Wohnung,Hertzbergstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
1030772,1790,50,Wohnung,Petersburger Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),5,9,2024,2024-09-05
1385644,2200,59,Wohnung,Schlueterstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1178035,2190,67,Wohnung,Proskauer Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1512119,1995,93,Wohnung,Barfusstrasse,Wohnung,Privater Vermieter,(einige Nebenkosten inklusive),31,5,2024,2024-05-31
1508257,3950,45,Wohnung,Behrenstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1477057,690,22,WG-Zimmer,Konstanzer Strasse,WG-Zimmer,Studentenwohnungen,(Nebenkosten exklusive),31,5,2024,2024-05-31
1342646,2350,65,Wohnung,Gabriele-Tergit-Promenade,Wohnung,Privater Vermieter,(einige Nebenkosten inklusive),31,5,2024,2024-05-31
1516941,1500,20,WG-Zimmer,Torstrasse,WG-Zimmer,Privater Vermieter,(einige Nebenkosten inklusive),1,6,2024,2024-06-01
1485113,1790,52,Wohnung,Buchholzer Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),17,6,2024,2024-06-17
1103073,1500,42,Wohnung,Hertzbergstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
1030772,1790,50,Wohnung,Petersburger Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),5,9,2024,2024-09-05
1482074,1500,45,Wohnung,Leinestrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,10,2024,2024-10-01
1197064,1200,30,Studio,Gustav-Mueller-Strasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),11,10,2024,2024-10-11
1454589,2150,80,Wohnung,Holzmarktstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),3,7,2024,2024-07-03
1003164,3995,150,Wohnung,Stresemannstrasse,Wohnung,Co-living,(Nebenkosten inklusive),4,8,2024,2024-08-04
1474479,1500,80,Wohnung,Mariendorfer Damm,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1429544,1800,67,Wohnung,Fortunaallee,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1463087,999,24,WG-Zimmer,Dusekestrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1463036,999,15,WG-Zimmer,Dusekestrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1000123,1950,40,Studio,Oderberger Strasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),10,6,2024,2024-06-10
1195034,1899,63,Wohnung,Lindenstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,7,2024,2024-07-01
1087920,1890,63,Wohnung,Pistoriusstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),14,11,2024,2024-11-14
1287523,1950,52,Wohnung,Schillerstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1170976,2554,54,Wohnung,Voltairestrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten exklusive),2,10,2024,2024-10-02
1151365,1990,45,Wohnung,Eberswalder Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),2,11,2024,2024-11-02
1211841,1590,40,Wohnung,Ebertystrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),11,11,2024,2024-11-11
1519807,1790,63,Wohnung,Ordensmeisterstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1375336,1190,24,WG-Zimmer,Skalitzer Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1306137,3030,107,Wohnung,Zaehringerstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten exklusive),31,5,2024,2024-05-31
745778,3180,76,Wohnung,Grimmstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1125589,2799,100,Wohnung,Gruenberger Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,8,2024,2024-08-01
1342014,1999,58,Wohnung,Stralauer Allee,Wohnung,Privater Vermieter,(Nebenkosten inklusive),15,8,2024,2024-08-15
1375336,1190,24,WG-Zimmer,Skalitzer Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
745778,3180,76,Wohnung,Grimmstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1125589,2799,100,Wohnung,Gruenberger Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,8,2024,2024-08-01
1342014,1999,58,Wohnung,Stralauer Allee,Wohnung,Privater Vermieter,(Nebenkosten inklusive),15,8,2024,2024-08-15
1505875,2000,72,Wohnung,Hagelberger Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1479772,1600,58,Wohnung,Winsstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,10,2024,2024-10-01
1244802,2000,40,Wohnung,Schreinerstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,10,2024,2024-10-01
1464480,999,30,WG-Zimmer,Konstanzer Strasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1028789,1270,55,Studio,Kochhannstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),5,8,2024,2024-08-05
1479792,920,16,WG-Zimmer,Klara-Franke-Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),4,9,2024,2024-09-04
1396122,1950,86,Wohnung,An der Kolonnade,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,11,2024,2024-11-01
1197131,1250,45,Studio,Schraeger Weg,Studio,Privater Vermieter,(einige Nebenkosten inklusive),1,11,2024,2024-11-01
849380,1300,40,Studio,Olbersstrasse,Studio,Privater Vermieter,(Nebenkosten exklusive),4,11,2024,2024-11-04
1303649,2190,81,Wohnung,Klopstockstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),15,7,2024,2024-07-15
1001033,1500,42,Wohnung,Rodenbergstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,9,2024,2024-09-01
1385042,2150,80,Wohnung,Spenerstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),16,9,2024,2024-09-16
1485005,1500,54,Wohnung,Duesseldorfer Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,10,2024,2024-10-01
1481458,1194,32,Wohnung,Crailsheimer Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,11,2024,2024-11-01
731478,850,18,WG-Zimmer,Moellendorffstrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,11,2024,2024-11-01
1274993,3000,85,Wohnung,Auguststrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1288364,2900,80,Wohnung,Manetstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),2,8,2024,2024-08-02
1344765,1790,25,Wohnung,Mariannenplatz,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,7,2024,2024-07-01
1370543,1690,60,Wohnung,Niklasstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),16,7,2024,2024-07-16
1236001,1980,55,Wohnung,Kaiserin-Augusta-Allee,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),10,10,2024,2024-10-10
1274266,3000,97,Wohnung,Kolonnenstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),30,11,2024,2024-11-30
1460270,3400,100,Wohnung,Gubener Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1426338,2974,19,Studio,Albrecht-Achilles-Strasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),11,7,2024,2024-07-11
1482396,876,16,WG-Zimmer,Muellerstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),19,7,2024,2024-07-19
1426338,2974,19,Studio,Albrecht-Achilles-Strasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),11,7,2024,2024-07-11
1482396,876,16,WG-Zimmer,Muellerstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),19,7,2024,2024-07-19
1505033,1500,65,Wohnung,Gundelfinger Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1354962,700,15,WG-Zimmer,Kaiser-Friedrich-Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten exklusive),1,9,2024,2024-09-01
1050980,1790,40,Wohnung,Krausenstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,10,2024,2024-10-01
1513093,1850,70,Wohnung,Kopenhagener Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1173806,3100,79,Wohnung,Bergstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),23,8,2024,2024-08-23
1409615,1595,50,Wohnung,Glatzer Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,10,2024,2024-10-01
1065289,2300,76,Wohnung,Marthashof,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
997745,1290,35,Wohnung,Akazienstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),13,9,2024,2024-09-13
1508562,1400,60,Studio,Allerstrasse,Studio,Privater Vermieter,(Nebenkosten inklusive),1,10,2024,2024-10-01
1476377,999,30,WG-Zimmer,Muehlenstrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1463070,999,30,WG-Zimmer,Dusekestrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1350491,1899,35,Wohnung,Reichenberger Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),17,6,2024,2024-06-17
1331393,3200,70,Wohnung,Schonensche Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),16,6,2024,2024-06-16
1130051,3100,96,Wohnung,Alte Brauerei,Wohnung,Vermietungsunternehmen,(einige Nebenkosten inklusive),30,6,2024,2024-06-30
902422,1990,41,Wohnung,SchlossstraÃŸe,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),26,7,2024,2024-07-26
1074870,2190,50,Wohnung,Liliencronstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),15,9,2024,2024-09-15
1438129,1600,35,Wohnung,Stubbenkammerstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),30,9,2024,2024-09-30
1452417,799,20,WG-Zimmer,Hertzstrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,10,2024,2024-10-01
1489508,1600,65,Wohnung,Zachertstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,11,2024,2024-11-01
1496557,2500,93,Wohnung,Angerstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1468251,3900,100,Wohnung,Paul-Lincke-Ufer,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1109003,2178,56,Wohnung,Rognitzstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1204095,2178,56,Wohnung,Rognitzstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1439748,2500,70,Wohnung,Farmersteg,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1385645,1500,22,WG-Zimmer,Schlueterstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),1,7,2024,2024-07-01
1363632,2080,75,Wohnung,Heinz-Kapelle-Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),21,10,2024,2024-10-21
1470946,695,21,WG-Zimmer,Koernerstrasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),19,7,2024,2024-07-19
1476853,2150,38,Studio,Greifswalder Strasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),25,8,2024,2024-08-25
1239498,1950,53,Wohnung,Leopoldstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),9,9,2024,2024-09-09
1347738,1500,34,Wohnung,Donaustrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),8,10,2024,2024-10-08
1102380,2150,38,Studio,Greifswalder Strasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),16,10,2024,2024-10-16
1428549,900,9,WG-Zimmer,Uhlandstrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1473197,2500,76,Wohnung,Tile-Wardenberg-Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1465311,1300,20,WG-Zimmer,Simplonstrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1379930,3430,98,Wohnung,Johann-Sigismund-Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1102374,2240,60,Wohnung,Greifswalder Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),8,7,2024,2024-07-08
1261563,2400,73,Wohnung,Gottschalkstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
744645,1650,41,Wohnung,Dirschauer Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,11,2024,2024-11-01
1475765,2200,177,Wohnung,Carmerstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1090703,2650,71,Wohnung,Hasenheide,Wohnung,Vermietungsunternehmen,(Nebenkosten exklusive),31,5,2024,2024-05-31
1428526,950,20,WG-Zimmer,Uhlandstrasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,6,2024,2024-06-01
1389045,2280,80,Wohnung,Danziger Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,8,2024,2024-08-01
1484552,850,17,WG-Zimmer,Steintraegerweg,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1375847,850,17,WG-Zimmer,Steintraegerweg,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,9,2024,2024-09-01
1507689,2250,122,Wohnung,Ohmstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1511684,2600,90,Wohnung,Zehdenicker Strasse,Wohnung,Privater Vermieter,(einige Nebenkosten inklusive),31,5,2024,2024-05-31
1355857,1150,31,WG-Zimmer,Skalitzer Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),1,7,2024,2024-07-01
1178618,3825,80,Wohnung,Am Koellnischen Park,Wohnung,Vermietungsunternehmen,(einige Nebenkosten inklusive),31,5,2024,2024-05-31
1236835,2799,100,Wohnung,Gruenberger Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,8,2024,2024-08-01
1191997,1590,51,Wohnung,Goethestrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),15,10,2024,2024-10-15
1408918,3200,127,Wohnung,Alt-Stralau,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1357332,750,18,WG-Zimmer,Kaiser-Friedrich-Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten exklusive),31,5,2024,2024-05-31
1354977,750,19,WG-Zimmer,Kaiser-Friedrich-Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten exklusive),31,5,2024,2024-05-31
683842,1990,51,Wohnung,Paul-Lincke-Ufer,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1218321,3200,120,Wohnung,Korsoerer Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,7,2024,2024-07-01
1402930,1980,78,Wohnung,Oeynhauser Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,11,2024,2024-11-01
1488389,1380,44,Wohnung,Chaukenstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1203352,1770,66,Wohnung,Elsenstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),17,6,2024,2024-06-17
1228789,2090,60,Wohnung,Kottbusser Damm,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,7,2024,2024-07-01
831446,1800,60,Wohnung,Weichselstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,7,2024,2024-07-01
1075959,2000,75,Wohnung,RavenÃ©strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,10,2024,2024-10-01
1109820,1800,57,Wohnung,Falckensteinstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),4,11,2024,2024-11-04
1230683,1600,33,Studio,Lehrter Strasse,Studio,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1192033,1780,52,WG-Zimmer,Kaerntener Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),2,8,2024,2024-08-02
1430603,2995,75,Wohnung,Erich-Kuttner-Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1274037,2200,47,Wohnung,Schwartzkopffstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1062236,3075,25,Studio,Hermannstrasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1119746,2400,133,Wohnung,Woerther Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),12,7,2024,2024-07-12
1352842,2649,75,Wohnung,Heimstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),16,8,2024,2024-08-16
1025130,1790,67,Wohnung,Schwedter Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),15,9,2024,2024-09-15
966063,1590,61,Wohnung,Schivelbeiner Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,11,2024,2024-11-01
1150074,2000,70,Wohnung,Richardstrasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),1,10,2024,2024-10-01
1439440,3200,110,Wohnung,Flemingstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),31,5,2024,2024-05-31
1282408,1999,83,Wohnung,Langhansstrasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),1,6,2024,2024-06-01
1427374,799,26,WG-Zimmer,Pichelsdorfer Strasse,WG-Zimmer,Privater Vermieter,(Nebenkosten inklusive),1,10,2024,2024-10-01
1059252,2100,33,Wohnung,Greifswalder Strasse,Wohnung,Vermietungsunternehmen,(Nebenkosten inklusive),31,5,2024,2024-05-31
1194830,1250,20,WG-Zimmer,Pariser Strasse,WG-Zimmer,Vermietungsunternehmen,(Nebenkosten inklusive),1,10,2024,2024-10-01
1129303,3300,40,Studio,Englische Strasse,Studio,Vermietungsunternehmen,(Nebenkosten inklusive),16,7,2024,2024-07-16
1246489,1650,50,Wohnung,Schwedter Strasse,Wohnung,Privater Vermieter,(Nebenkosten inklusive),8,9,2024,2024-09-08
